text,tamil,english,tamil_romanized
I am staying for a week at an old palace guesthouse to research the sculptural grandeur of the historic Mahalakshmi Temple in Kolhapur and the history of the Chhatrapati Palace.,I am staying for a week at an old palace guesthouse to research the sculptural grandeur of the historic Mahalakshmi Temple in Kolhapur and the history of the Chhatrapati Palace.,I am staying for a week in an old palace guesthouse to research Chhatrapati Palace history and historical Mahalakshmi temple architecture in Kolhapur,Kolhapur-in varalaatru sirappumika Mahalakshmi kovil sirpakalai sirappaiyum Chhatrapati aranmanai varalaatraiyum aaraaya pazhaiya aranmanai thangumidathil oru vaaram thangiyullom
"வரும் வாரம் குடும்பத்துடன் திருப்பதி செல்ல இரண்டு நாள் திட்டமிட்டுள்ளேன், ஏனெனில் குழந்தைகளின் முடி சேவை மற்றும் பெரியவர்களின் தரிசனம் ஒரே நேரத்தில் நிறைவடையும்.","வரும் வாரம் குடும்பத்துடன் திருப்பதி செல்ல இரண்டு நாள் திட்டமிட்டுள்ளேன், ஏனெனில் குழந்தைகளின் முடி சேவை மற்றும் பெரியவர்களின் தரிசனம் ஒரே நேரத்தில் நிறைவடையும்.",I am planning a two day trip to Tirupati with my family next week so that the childrens vows and elders darshan are completed at once,Adutha vaaram kudumbathudan Tirupati sella irendu naal thittam podugiren aenendral kuzhanthaigalin nerthikkadanum periyavargalin tharisanamum ore nerathil mudinthuvidum
"தனிமையாகப் பயணம் செய்த நான், ஹரித்வாரிலுள்ள ஹர் கி பௌடி ஘ாட்டில், மாலை நேரத்தில் கங்கைத் தாய்க்குச் சமர்ப்பிக்கப்படும் தீபாராதனையைக் கண்டு, எனது மனதிற்குப் பேரானந்தம் தரும் ஆன்மீக அனுபவத்தைப் பெற்றேன்.","தனிமையாகப் பயணம் செய்த நான், ஹரித்வாரிலுள்ள ஹர் கி பௌடி ஘ாட்டில், மாலை நேரத்தில் கங்கைத் தாய்க்கு அர்ப்பணிக்கப்படும் தீபாராதனையைக் கண்டு, எனது மனதிற்கு ஒரு சிறந்த ஆன்மீக அனுபவத்தைப் பெற்றேன்.",Traveling solo I obtained a great spiritual experience for my mind after watching the lamp worship offered to Mother Ganga in the evening at Har Ki Pauri ghat in Haridwar,Thaniyaagap payanam seidha naan Haridwar-in Har Ki Pauri ghat-il maalai vealail Gangai thaayku arppanikkappadum theepaaraathaniyaikaandu en manathirku oru sirantha aanmeega anubavathaip petren
We have booked accommodation near the palace to get a close-up view of the colorful world of the Mysore Dasara festivals and the elephant procession.,We have booked accommodation near the palace to conveniently view the colorful world of the Mysore Dasara festival and the elephant procession up close.,We booked accommodation near the palace to watch the colorful world of Mysore Dasara celebrations and the elephant procession from up close,Mysore Dasara vizhavin vannamayamana ulagathaiyum yaanaigalin oorvalathaiyum miga arugil irunthu paarpatharku vasathiyaaga aranmanaika arugileye thangumidathai munpathivu seithullom
I have come to stay in a historic lodge in the streets of Old Delhi to deeply research the construction style of the Qutub Minar in Delhi and the buildings from the Mughal era.,I have come to stay in a historically significant lodge in the streets of Old Delhi to deeply explore the architectural style of Delhi's Qutub Minar and the buildings from the Mughal period.,I came to stay at a historical lodge in the old Delhi streets to deeply research the architectural style of Qutub Minar and Mughal era structures,Delhiyin Qutub Minar martum Mughal kaalathu katadangalin katidakalai paaniyai aazhamaaga aaraaya pazhaiya Delhi veethigalil ulla varalaatru sirappumika viduthiyil thanga vanthullen
రాజస్థాన్ లోని ఉదయపూర్ సరస్సుల మధ్య ఉన్న లేక్ ప్యాలెస్ చారిత్రక రాజభవన కట్టడాల శ్వేత వర్ణ ప్రతిబింబాలను నా టెలిఫోటో లెన్స్ తో సాయంత్రపు వెలుతురులో నీటిపై అద్భుతంగా చిత్రీకరించాను,ராஜஸ்தானின் உதய்பூர் ஏரிகளுக்கு நடுவே உள்ள லேக் பேலஸ் வரலாற்றுச் சிறப்புமிக்க அரண்மனைக் கட்டிடங்களின் வெள்ளை பளிங்குக்கல் பிரதிபலிப்புகளை என் டெலிஃபோட்டோ லென்ஸ் மூலம் மாலை நேர வெளிச்சத்தில் நீரின் மீது அற்புதமாகப் படம் பிடித்தேன்,I wonderfully captured on water with my telephoto lens under evening lights the white marble reflections of historical Lake Palace royal structures amidst Udaipur lakes of Rajasthan,Rajasthanin Udaipur aarigaluku naduve ulla Lake Palace varalaatru sirappumika aranmanaik katidangalin vellai palingukkal pirathibalipugalai en telephoto lens moolam maalai neara velichathil neerin meathu arputhamaagap padam pidithen
ஆக்ராவிலுள்ள தாஜ்மகாலை பௌர்ணமி இரவு நேரங்களில் யமுனை நதிக்கரையில் நின்று பார்ப்பது என் வாழ்க்கையில் மிக அற்புதமான தருணமாக நிலைத்து நிற்கும்,ஆக்ராவின் தாஜ்மகாலை பௌர்ணமி இரவு நேரங்களில் யமுனை நதிக்கரையில் நின்று பார்ப்பது என் வாழ்க்கையில் மிக அற்புதமான தருணமாக நிலைத்து நிற்கும்,Standing on the banks of Yamuna river and watching the Taj Mahal in Agra on a full moon night will remain the most wonderful moment of my life,Aagravin Tajmahalai pournami iravu nerangalil Yamunai nathikaraiyil nindru paarpathu en vazhkaiyil miga arputhamana tharumanaaga nilaithu nirkum
గోవా సముద్ర తీరంలో గడిపిన ఆ నాలుగు రోజులు నా రోజువారీ కార్యాలయ ఒత్తిడిని పూర్తిగా దూరం చేసి నన్ను సరికొత్త ఉత్సాహంతో నింపాయి,கோவா கடற்கரையில் கழித்த அந்த நான்கு நாட்கள் என் அன்றாட அலுவலக அழுத்தத்தை முற்றிலும் போக்கி என்னை புத்தம் புதிய உற்சாகத்தால் நிரப்பின,Those four peaceful days spent relaxed along Goa beach sides completely eliminated my routine corporate office stress and filled me with fresh enthusiasm,Goa kadarkaraiyil kazhitha antha naangu naatkal en andraada aluvalaga azhuthathai mutrilum pokki ennai putham puthiya u वेगवेग உற்சாகத்தால் nirappina
మా కుటుంబ సభ్యులు కలిసి హంపీలో స్థానిక రాతి శిల్పకారులు తయారు చేసిన చిన్న చిన్న విగ్రహాలను చూసి ఎంతో ఆసక్తిగా పరిశీలించాము,మా కుటుంబ సభ్యులు అందరం కలిసి హంపీలో స్థానిక రాతి శిల్పకారులు తయారు చేసిన చిన్న చిన్న విగ్రహాలను చూసి ఎంతో ఆసక్తిగా పరిశీలించాము.,Our family together saw and curiously examined the small idols made by local stone sculptors in Hampi,Engal kudumbathinar anaivarum sernthu Hampi-yil ulloor kal sirpigal thayaritha siriya silaigalaip paarthu migavum aarvathudan aaivu seidhom
கர்நாடகாவின் சிரவணபெலகொளாவில் உள்ள பாகுபலி ஏகசிலா சிலையைத் தரிசிக்க நூற்றுக்கணக்கான படிகள் ஏறுவது உடலுக்குக் கடினமானாலும் மனதிற்கு மிகுந்த திருப்தியை அளித்தது,கர்நாடகாவின் சிரவணபெலகொளாவில் உள்ள பாகுபலி ஏகசிலா சிலையைத் தரிசிக்க நூற்றுக்கணக்கான படிகள் ஏறுவது உடலுக்குக் கடினமானாலும் மனதிற்கு மிகுந்த திருப்தியை அளித்தது,Though climbing hundreds of steps to see the Bahubali monolith in Shravanabelagola of Karnataka was physically exhausting it gave immense mental satisfaction,Karnatakavin Shravanabelagolavil ulla Bahubali egasila silaiyai tharisika nootrukanakaana padigal eruvathu udaluku kadinamanaalum manathirku miguntha thirupthiyai alithathu
இந்த நீண்ட பயணத்தில் புதிய அறிமுகங்கள் மூலம் உருவான நண்பர்களும் அவர்களின் அனுபவங்களும் என் வாழ்க்கைப் பயணத்தில் எப்போதும் மறக்க முடியாத இனிமையான நினைவுகள்.,இந்த நீண்ட பயணத்தில் புதிய அறிமுகங்கள் மூலம் உருவான நண்பர்களும் அவர்களின் அனுபவங்களும் என் வாழ்க்கைப் பயணத்தில் எப்போதும் மறக்க முடியாத இனிமையான நினைவுகள்,The new friends made and unique lifestyle experiences shared during this long trip are sweet memories that I will cherish forever in life,Intha neenda payanathil puthiya arimugangal moolam uruvaana nanbargalum avargalin anubavangalum en vazhkaipayanathil eppothum maraka mudiyaatha inimaiyana ninaivugal
குஜராத்தில் நவராத்திரி விழாக் காலத்தில் இரவு முழுவதும் நடக்கும் கர்பா நடனத்தில் உள்ளூர் சுற்றுலாப் பயணிகளுடன் சேர்ந்து நானும் பங்கேற்று மகிழ்ந்தேன்,குஜராத்தில் நவராத்திரி விழாக் காலத்தில் இரவு முழுவதும் நடக்கும் கர்பா நடனத்தில் உள்ளூர் சுற்றுலாப் பயணிகளுடன் சேர்ந்து நானும் பங்கேற்று மகிழ்ந்தேன்,I also participated and enjoyed dancing alongside local tourists during the all night Garba dance held throughout Navratri celebrations in Gujarat,Gujaraathil Navratri vizhaakaalathin pothu iravu muzhuvathum nadakum Garba nadanathil ulloor sutrula payanigaludan sernthu naanum pangeatru magizhnthen
ప్రకృతి ప్రేమికుడిగా పర్వతాల మధ్య గడిపే సమయం నాకు ప్రపంచంలోని సమస్యలన్నీ చిన్నవిగా అనిపించేలా చేసి ప్రకృతిలో ఉండే ఒక గొప్ప శక్తిని నాకు పరిచయం చేసింది,இயற்கை ஆர்வலராக மலைகளுக்கு இடையே செலவிடும் நேரம் உலகின் அனைத்து பிரச்சனைகளையும் சிறியதாக உணர வைத்து இயற்கையில் உள்ள ஒரு மகத்தான ஆற்றலை எனக்கு அறிமுகப்படுத்தியது,As a nature lover time spent among mountains makes all the world problems seem small and introduces me to a great power in nature,Iyarkai aarvalaraaga malaigalukku idaiye selavidum nearam ulagin anaithu pirachanaigalaiyum siriyaathaaga unara vaithu iyarkaiyil ulla oru magathaana aatralai enakku arimugappaduththiyathu
హైదరాబాద్ లోని గోల్కొండ కోటలో సాయంత్రం వేళల్లో జరిగే శబ్ద మరియు కాంతి ప్రదర్శన అక్కడి చారిత్రక ఘట్టాలను పర్యాటకులకు ఎంతో చక్కగా వివరిస్తుంది,ஹைதராபாத்தின் கோல்கொண்டா கோட்டையில் மாலை வேளையில் நடக்கும் ஒலி மற்றும் ஒளிக்காட்சி அங்குள்ள வரலாற்று நிகழ்வுகளைச் சுற்றுலாப் பயணிகளுக்கு மிக அழகாக விளக்குகிறது,The sound and light show held during evenings at Golconda Fort in Hyderabad beautifully explains historic milestones of the structure to visiting tourists,Hyderabadin Golconda kotaiyil maalai velaiyil nadakum oli martum olikaatchi angulla varalaatru nigazhvugalai sutrula payanigaluku miga azhagaaga vilakugirathu
"I often notice that when viewing the world through a camera, many emotions invisible to the eye and beautiful moments come into my perspective.","I often notice that when viewing the world through a camera, many emotions invisible to the eye and beautiful moments come to my attention.",I often notice that many emotions and beautiful moments invisible to the eye come to my attention while seeing the world through the camera,Cameravin moolam ulagaip paarkkumbothu kannukuth theriyaatha pala unarchigalum azhagana tharunangalum en gavanathirku vanthukondu irukkindrana enbathai naan adikkadi gavaniththu varugiren
చలికాలంలో జైపూర్ లోని చారిత్రక కోటలను సందర్శించడం కంటే అండమాన్ దీవులలోని ప్రశాంతమైన సముద్ర తీరాలలో సమయం గడపడం చాలా ఉత్తమమైన ఆలోచనగా అనిపిస్తోంది,குளிர்காலத்தில் ஜெய்ப்பூரின் வரலாற்றுச் சிறப்புமிக்க கோட்டைகளைப் பார்வையிடுவதை விட அந்தமான் தீவுகளின் அமைதியான கடற்கரைகளில் நேரத்தைச் செலவிடுவது மிகச் சிறந்த யோசனையாகத் தோன்றுகிறது,Spending time on the peaceful beaches of Andaman Islands feels like a much better idea during winter than visiting the historic forts of Jaipur,Kulirkalathil Jaipurin varalaatru sirappumika kotaigalai paarvaiyiduvathai vida Andaman theevugalin amaithiyaana kadarkaaraigalil nerathai selaviduvathu miga sirantha yosanaiyaaga thondrugirathu
I have chosen a homestay on the banks of the Tungabhadra River to study the centuries-old Vijayanagara-style rock caves and ruins in Hampi early in the morning.,I have chosen a homestay on the banks of the Tungabhadra River to study the centuries-old Vijayanagara-style rock caves and ruins in Hampi early in the morning.,I chose a homestay on the banks of Tungabhadra river to study early morning the centuries old Vijayanagara style stone caves in Hampi,Hampiyil ulla pala nootraandugal pazhamaiyana Vijayanagara paani karkugaigal martum idibaadugalai athigaalaiyil aaivu seya Tungabhadra aatrangaraiyil ulla homestay-vai therntheduthen
Eating the traditional fish curry and the sweet dish called Rasgulla during my trip to West Bengal was a new chapter in my culinary experience.,Eating the traditional fish curry and the sweet dish called Rasgulla during my trip to West Bengal was a new chapter in my culinary experience.,Eating the traditional fish curry and Rasgulla sweet during my West Bengal trip is a completely new chapter in my culinary experiences,Merku vangala payanathil angulla paarambariya meen kuzhambu martum Rasgulla endra inippu pandathai unvathu en unavu anubavathil oru puthiya athiyaayam
ప్రకృతి ప్రేమికుడిగా పర్వతాల దగ్గర హోటల్‌లో ఉండాలా లేదా ప్రకృతితో మమేకమై పల్లెటూరి ఇళ్లలో ఉండాలా అని ఆలోచించి పల్లెటూరి జీవన శైలినే ఎంచుకున్నాను,"ప్రకృతి ప్రేమికుడిగా పర్వతాల సమీపంలోని హోటల్‌లో బస చేయాలా, లేక ప్రకృతితో ఏకమై గ్రామీణ ఇళ్లలో ఉండాలా అని ఆలోచించి, చివరకు గ్రామీణ జీవనశైలిని ఎంచుకున్నాను.",As a nature lover I wondered whether to stay in a hotel near mountains or stay in village houses to be close to nature and chose the village lifestyle,Iyarkai aarvalaraaga malaigalin arugil hotel-il thangaveenduma allathu iyarkaiyudan inainthu kiraamappura veedugalil thangaveenduma endru yoosiththu kiraamappura vaazhkkai muraiyaiea therntheduthen
"கேரளாவின் மூணார் மலைப்பிரதேச அழகையும் அரக்கு பள்ளத்தாக்கின் பழங்குடியின கலாசாரத்தையும் ஒப்பிட்டுப் பார்த்து, எது சிறந்த சுற்றுலாத் தலம் என்று முடிவு செய்ய முடியாமல் தவிக்கிறேன்.",கேரளாவின் மூணார் மலைப்பிரதேச அழகையும் அரக்கு பள்ளத்தாக்கின் பழங்குடியின கலாசாரத்தையும் ஒப்பிட்டுப் பார்த்து எது சிறந்த சுற்றுலாத் தலம் என்று முடிவு செய்ய முடியாமல் தவிக்கிறேன்,I am unable to decide which is the best tourist spot while comparing the scenic beauty of Munnar in Kerala with the tribal culture of Araku Valley,Keralavin Munnar malaipiradesa azhagaiyum Araku pallathaakin pazhangudiyina kalaachaarathaiyum oppittu paarthu ethu sirantha sutrula thalam endru mudivu seya mudiyaamal thavikiren
హిమాచల్ ప్రదేశ్‌లోని మంచు కొండల నేపథ్యంలో స్థానిక మహిళలు తయారుచేసే సాంప్రదాయ సిద్దూ వంటకాన్ని సహజసిద్ధమైన రంగులు మారకుండా నా కెమెరాతో వైడ్ యాంగిల్‌లో చిత్రీకరించాను,హిమాచల్ ప్రదేశ్‌లోని మంచు కొండల నేపథ్యంలో స్థానిక మహిళలు తయారుచేసే సాంప్రదాయ సిద్దూ వంటకాన్ని దాని సహజ రంగులు మారకుండా నా కెమెరాతో విస్తృత కోణంలో చిత్రీకరించాను.,I shot the traditional Siddu dish prepared by local women using a wide angle lens on my camera without losing its natural colors against Himachal snow hills,Himachal Pradeshin panimalaigalin binnaniyil ulloor pengal thairarkum paarambariya Siddu unavai athan iyarkai nirangal maaraamal en cameravil agala konathil padam pidithen
పసిపిల్లలతో ప్రయాణం చేస్తున్నప్పుడు కిచెన్ సదుపాయం ఉన్న హోంస్టేని ఎంచుకోవడం చాలా ముఖ్యం ఎందుకంటే వారికి నచ్చిన ఆహారాన్ని సకాలంలో వండవచ్చు,குழந்தைகளுடன் பயணம் செய்யும்போது சமையலறை வசதி கொண்ட ஹோமஸ்டேவை தேர்ந்தெடுப்பது மிகவும் முக்கியம் ஏன்னென்றால் அவர்களுக்கு பிடித்த உணவை சரியான நேரத்தில் சமைக்கலாம்,When traveling with toddlers choosing a homestay with kitchen facilities is very important because we can cook their preferred food on time,Kuzhanthaigaludan payanam seiyumbothu samayalarai vasathi konda homestay-vai therntheduppathu migavum mukkiyam aenendral avargaluku piditha unavai sariyaana nerathil samaikkalaam
గోవా సముద్ర తీరంలో దొరికే సాంప్రదాయ రొయ్యల కర్రీ మరియు కొబ్బరి అన్నాన్ని మా కుటుంబ సభ్యులందరం కలిసి రాత్రి వేళల్లో సముద్రపు గాలిని ఆస్వాదిస్తూ తిన్నాము,கோவா கடற்கரையில் கிடைக்கும் பாரம்பரிய இறால் குழம்பு மற்றும் தேங்காய் சாதத்தை எங்கள் குடும்பத்தினர் அனைவரும் சேர்ந்து இரவு நேரத்தில் கடற்காற்றை ரசித்தபடி சாப்பிட்டோம்,Our family members together ate the traditional prawn curry and coconut rice available on Goa coast while enjoying the sea breeze at night,Goa kadarkaraiyil kidaikum paarambariya iraal kuzhambu martum thengai saadhathai engal kudumbathinar anaivarum sernthu iravu nerathil kadarkaatrai rasithapadi saappittom
பீகாரில் உள்ள போத்கயா மகாபோதி கோயில் வளாகத்தில் பேரரசர் அசோகர் காலத்துக் கற்சுவர்கள் மற்றும் அந்த வரலாற்றுச் சிறப்புமிக்க பௌத்தக் கட்டிடங்களின் சிறப்புகளை யாத்ரீகராக மிகுந்த பக்தியுடன் கண்டோம்.,பீகாரின் போத்கயா மகாபோதி கோயில் வளாகத்தில் பேரரசர் அசோகர் காலத்து கற்பாறை மதில்கள் மற்றும் அந்த வரலாற்றுச் சிறப்புமிக்க பௌத்த கட்டிடங்களின் சிறப்புகளை யாத்ரீகராக மிகுந்த பக்தியுடன் பார்த்தோம்,We watched with great devotion as a pilgrim the Emperor Ashoka era stone railings and historical Buddhist structures details inside Mahabodhi Temple complex at Bodh Gaya in Bihar,Beegaarin Bodh Gaya Mahabodhi kovil valagathil perarasar Asokar kaalathu katpaarai mathilgal martum antha varalaatru sirappumika Bauddha katidangalin sirappugalai yaathirigaraga miguntha bhakthiyudan paarthom
ఒంటరిగా ప్రయాణించేటప్పుడు నాకంటూ ఒక ప్రత్యేకమైన సమయం దొరుకుతుంది అది నా జీవిత లక్ష్యాల గురించి ఆలోచించడానికి ఎంతో సహాయపడుతుంది,தனியாகப் பயணம் செய்யும்போது எனக்கென ஒரு தனி நேரம் கிடைக்கிறது அது என் வாழ்க்கை இலக்குகளைப் பற்றிச் சிந்திக்கப் பெரிதும் உதவுகிறது,I get a special time for myself when I travel alone which helps a lot in thinking about my life goals,Thaniyaagap payanam seiyumbothu enakkena oru thani nearam kidaikkirathu athu en vaazhkkai ilakkugalaippatri sinthikka perithum uthavugirathu
வரலாற்று ஆர்வலராக தஞ்சாவூர் சந்தைகளில் கிடைக்கும் செம்பு மற்றும் பித்தளைப் பாத்திரங்களின் பழங்காலக் கட்டுமானப் பாணியைக் கண்டு வியந்தேன்,வரலாற்று ஆர்வலராக தஞ்சாவூர் சந்தைகளில் கிடைக்கும் செம்பு மற்றும் பித்தளைப் பாத்திரங்களின் பழங்காலக் கட்டுமானப் பாணியைக் கண்டு வியந்தேன்,As a history enthusiast I was surprised by the ancient construction style of copper and brass vessels available in Thanjavur bazaars,Varalaatru aarvalaraaga Thanjavur santhaigalil kidaikum sembu martum pithalaippathirangalin pazhangalak katumaana paaniyaik kaandu viyanthom
సాంస్కృతిక అధ్యయన పర్యటన కోసం కర్ణాటక వచ్చిన మా కాలేజీ బృందం అక్కడ మంగళూరు తీర ప్రాంతంలో ప్రదర్శించే సాంప్రదాయక యక్షగాన నృత్య నాటక కళారూపాన్ని దగ్గరగా చూసి ఆశ్చర్యపోయింది,கலாச்சார ஆய்வுப் பயணத்திற்காக கர்நாடகா வந்த எங்கள் கல்லூரி குழுவினர் அங்கு மங்களூர் கடற்கரைப் பகுதியில் நிகழ்த்தப்படும் பாரம்பரிய யக்ஷகான நடன நாடகக் கலை வடிவத்தை நெருக்கமாகக் கண்டு வியந்தனர்,Our college group that came to Karnataka for a cultural study tour was amazed by closely watching the traditional Yakshagana dance drama art form performed on Mangaluru coastal region,Kalaachaara aaivup payanatharkaaga Karnataka vantha engal kalloori kuzhuvinar angu Mangaluru kadarkarai paguthiyil nigazhthapadum paarambariya Yakshagana nadana naadagak kalai vadivathai nerukkamaagak kandu viyanthanar
"முதியவர்களாகிய எங்களுக்குப் பயணங்கள் என்பது வெறும் இடங்களைப் பார்ப்பது மட்டுமல்ல, வாழ்க்கை அனுபவங்களை அசைபோடுவதாகும்.","முதியவர்களாகிய எங்களுக்கப் பயணங்கள் என்பது வெறும் இடங்களைப் பார்ப்பது மட்டுமல்ல, வாழ்க்கை அனுபவங்களை அசைபோடுவதும் ஆகும்.",For us elderly people travel means not just seeing but reminiscing life experiences,Muthuyavargalaagiya engalukup payanangal enbathu verum idangalaip paarpathu mattumalla vaazhkkai anubavangalai asaipoduvathum aagum
పండుగ సందర్శకుడిగా కోల్‌కతాలో దుర్గా పూజ సమయంలో అమ్మవారి విగ్రహాల కోసం వాడే రంగురంగుల బట్టల మరియు ఆభరణాల తయారీని చూసి ఆశ్చర్యపోయాను,திருவிழா வருகையாளராக நான் கொல்கத்தாவில் துர்கா பூஜையின் போது அம்மன் சிலைகளுக்காகப் பயன்படுத்தப்பட்ட வண்ணமயமான ஆடைகள் மற்றும் ஆபரணங்கள் தயாரிப்பைக் கண்டு வியந்தேன்,As a festival visitor I was surprised by seeing the making of colorful clothes and jewelry used for Goddess idols during Durga Puja in Kolkata,Thiruvizha varugaiyaalaraaga naan Kolkata-vil Durga Puja-yin pothu Amman silaigalukkaagap payanpaduthappatta vannamayamana aadaigal martum aabaranangal thayarippaikaandu viyanthom
ఊటీ పర్వత ప్రాంతంలో పండే తాజా క్యారెట్లు మరియు అక్కడ తయారుచేసే చేతితో చేసిన చాక్లెట్లను స్థానిక మార్కెట్ లో కొని రుచి చూశాము,ஊட்டி மலைப்பகுதியில் விளையும் புதிய கேரட்டுகள் மற்றும் அங்கு தயாரிக்கப்படும் கையால் செய்யப்பட்ட சாக்லேட்டுகளை உள்ளூர் சந்தையில் வாங்கிச் சுவைத்தோம்,We bought and tasted fresh carrots grown in the Ooty hilly region along with locally prepared handmade chocolates from the street market,Ooty malai paguthiyil vilaiyum puthiya carrotgal martum angu thayaarikapadum kaiyaal seiyapatta chocolategalai ulloor santhayil vaangi suvaithom
మధ్యప్రదేశ్ లోని గ్వాలియర్ కోట చారిత్రక సంగీత వైభవాన్ని చూసిన తర్వాత అక్కడ ప్రతి సంవత్సరం జరిగే ప్రసిద్ధ తాన్సేన్ సంగీత ఉత్సవాల సాంప్రదాయక ద్రుపద్ గాన శైలిని స్థానిక వేదికపై విన్నాను,மத்தியப் பிரதேசத்தின் குவாலியர் கோட்டையின் வரலாற்றுச் சிறப்புமிக்க இசை வைபவத்தைப் பார்த்த பிறகு அங்கு ஆண்டுதோறும் நடக்கும் புகழ்பெற்ற தான்சேன் இசை விழாவின் பாரம்பரிய துருபத் இசை பாணியை உள்ளூர் மேடையில் கேட்டேன்,After seeing the historical musical grandeur of Gwalior Fort in Madhya Pradesh I listened to the traditional Dhrupad singing style of famous Tansen Music Festival held every year on a local stage,Madhya Pradeshin Gwalior kotaiyin varalaatru sirappumika isai vaibavathaip paartha piragu angu aanduthorum nadakum pugazhpetra Tansen isai vizhavin paarambariya Dhrupad isai paaniyai ulloor medaiyil kaeten
My travel goal is to independently document the mask dances of the historic Hemis Festival in Ladakh and the Buddhist culture there.,My travel goal is to independently document the mask dances of the historic Hemis Festival in Ladakh and the Buddhist culture there.,My travel goal is to solo document the masked dances of the historic Hemis festival in Ladakh and its Buddhist culture,Ladakhin varalaatru sirappumika Hemis thiruvizhavin mugamoodi nadanangalaiyum angulla Bauddha kalaachaarathaiyum thaniyaaga aavanapaduthuvathe enathu payanathin nokkamaagum
"கொடைக்கானலின் பசுமையான மலைகளுக்கு நடுவே உள்ள ஒரு அழகான ஹோம்ஸ்டேயில் அறையை வாடகைக்கு எடுப்பதன் மூலம், உள்ளூர் உணவுகளுடன் தோட்டங்களின் அழகையும் ரசிக்கலாம்.",கொடைக்கானலின் பசுமையான மலைகளுக்கு நடுவே உள்ள ஒரு அழகான ஹோம்ஸ்டேயில் அறை வாடகைக்கு எடுப்பதன் மூலம் உள்ளூர் உணவுகளுடன் தோட்டங்களின் அழகையும் ரசிக்கலாம்,Renting a room in a beautiful homestay amidst the green hills of Kodaikanal allows enjoying local food along with the beauty of gardens,Kodaikanalin pasumaiyana malaigaluku naduve ulla oru azhagana homestay-il arai vaadagaikaeduppathin moolam ulloor unavugaludan thottangalin azhagaiyum rasikkalaam
Traveling many miles just to learn about a small incident in history gives me great interest.,Traveling many miles just to learn about a small event in history gives me great interest.,Traveling many miles to learn about a small event in history also interests me greatly,Varalaatrin oru siriya nigazhvu kurithuth therinthukolluvathirkaagap pala mailgal payanam seivathu kooda enakku miguntha aarvathaith tharugirathu
Observing people's beliefs and customs closely during various festivals increases my respect for humanity.,"When I see people's beliefs and rituals firsthand during various festivals, my respect for them increases.",My respect for humans increases by closely seeing people beliefs and rituals in different festivals,Palvearu pandigaigalil makkalin nambikkaigalaiyum sadangugalaiyum nearil paarkkumbothu avargal meethu enakku irukkum mariyathai athigarikkirathu
మైసూర్ కూర్గ్ మరియు ఊటీ నగరాలను కలుపుతూ ఐదు రోజుల పాటు సాగే ఒక అందమైన ప్రయాణ ప్రణాళికను మా స్నేహితుల కోసం తయారు చేస్తున్నాను,மைசூர் கூர்க் மற்றும் ஊட்டி நகரங்களை இணைத்து ஐந்து நாட்கள் செல்லும் ஒரு அழகான பயணத் திட்டத்தை என் நண்பர்களுக்காகத் தயாரித்து வருகிறேன்,I am preparing a beautiful five day itinerary for our friends connecting the popular cities of Mysore Coorg and Ooty in a single trip,Mysore Coorg martum Ooty nagaragalai inaithu ainthu naatkal sellum oru azhagana payana thittathai en nanbargalukaaga thayaarithu varugiren
"தனியாகப் பயணம் செய்து நாசிக்கிலுள்ள திரயம்பகேஸ்வர் கோயிலுக்குச் சென்றபோது, அங்கு கோதாவரி நதிக் கரையில் உள்ள புனிதமான சூழலைக் கண்டு மிகவும் அமைதியாக உணர்ந்தேன்.",தனியாகப் பயணம் செய்து நாசிக்கின் திரயம்பகேஸ்வர் கோயிலுக்குச் சென்றபோது அங்கு கோதாவரி நதிக்கரையில் இருந்த புனிதமான சூழலைக் கண்டு மிகவும் அமைதியாக உணர்ந்தேன்,Traveling solo to Trimbakeshwar temple in Nashik I felt very peaceful seeing the holy atmosphere on the banks of Godavari river there,Thaniyaagap payanam seidhu Nashik-in Trimbakeshwar kovilukus sentrapothu angu Godavari nathikaraiyil iruntha punithamaana suzhalait kaandu migavum amaithiyaaga unarthen
"మా కుటుంబ సభ్యులందరం కలిసి తిరువణ్ణామలై అరుణాచలేశ్వర ఆలయ గిరి ప్రదక్షిణ చేసి, ఆ ఆధ్యాత్మిక అనుభూతిని పొందడం మాకు చాలా సంతోషాన్ని ఇచ్చింది.","మా కుటుంబ సభ్యులందరం కలిసి తిరువణ్ణామలై అరుణాచలేశ్వర ఆలయ గిరి ప్రదక్షిణ చేసి, ఆ ఆధ్యాత్మిక అనుభూతిని పొందడం మాకు చాలా సంతోషాన్ని ఇచ్చింది.",Our entire family enjoyed doing Giri Pradakshina of Tiruvannamalai Arunachaleswarar temple and getting that spiritual experience gave us much joy,Engal kudumbathinar anaivarum sernthu Tiruvannamalai Arunachaleswarar kovil girivala paathaiyil sutri antha aanmeega anubavathaip petrathu engaluku miguntha magizhchiyai thanthathu
