text,intent
Yadadri Bhuvanagiri railway station lo hearing impaired people ki info desk?,TravelAssistance
Medchal Malkajgiri railway station lo elderly passengers ki boarding facility unda?,AccessibilitySupport
Rangareddy railway station lo wheelchair users ki special access lane unda?,AccessibilitySupport
Mulugu bus station lo blind travelers ki station path clear ga unda?,NavigationHelp
Kothagudem railway station lo pregnant ladies ki rest room facility unda?,AccessibilitySupport
Peddapalli railway station lo elderly people ki special bus boarding facility unda?,AccessibilitySupport
Warangal railway station lo wheelchair accessibility facilities gurinchi telusukovali?,AccessibilitySupport
Khammam railway station lo hearing impaired travelers ki visual indicators unnay?,PlatformInformation
Karimnagar railway station lo blind travelers ki help chese staff unnara?,TravelAssistance
Nizamabad railway station lo pregnant women ki priority boarding unda?,AccessibilitySupport
Adilabad railway station lo elderly people ki luggage transport service unda?,TravelAssistance
Suryapet railway stand lo wheelchair accessibility gurinchi infomation kavali?,AccessibilitySupport
Nalgonda railway station lo hearing impaired people ki help chese staff unna?,TravelAssistance
Mahabubnagar railway station lo blind travelers ki navigation help unda?,NavigationHelp
Jagtial bus station lo wheelchair accessibility status entha?,AccessibilitySupport
Siddipet bus station lo elderly people ki platform access ela unda?,AccessibilitySupport
Gadwal railway station lo pregnant women ki seating arrangements unnaya?,AccessibilitySupport
Vikarabad railway station lo wheelchair users ki special entry gate unda?,AccessibilitySupport
Kamareddy railway station lo elderly travelers ki platform bridge lift unda?,AccessibilitySupport
Bhongir railway station lo hearing impaired people ki info boards unnay?,PlatformInformation
Wanaparthy bus station lo pregnant ladies ki special facilities unnaya?,AccessibilitySupport
Nagarkurnool bus station lo wheelchair user train lo seat varaku velladaniki support?,TravelAssistance
Peddapalli bus station lo blind travelers ki direction signage lu unnay?,NavigationHelp
Jayashankar Bhupalpally bus station lo elderly travelers ki platform access?,AccessibilitySupport
Jogulamba Gadwal railway station lo pregnant women ki medical support unda?,TravelAssistance
Mulugu bus station lo wheelchair accessibility work status eppudu finish avuthundi?,AccessibilitySupport
Yadadri Bhuvanagiri bus station lo hearing impaired people ki info desk?,TravelAssistance
Medchal Malkajgiri railway station lo elderly passengers ki boarding facility unda?,AccessibilitySupport
Rangareddy railway station lo wheelchair users ki special access lane unda?,AccessibilitySupport
Mulugu railway station lo blind travelers ki station path clear ga unda?,NavigationHelp
Kothagudem bus station lo pregnant ladies ki rest room facility unda?,AccessibilitySupport
Peddapalli bus station lo elderly people ki special bus boarding facility unda?,AccessibilitySupport
Warangal bus station lo wheelchair accessibility facilities gurinchi telusukovali?,AccessibilitySupport
Khammam bus station lo hearing impaired travelers ki visual indicators unnay?,PlatformInformation
Karimnagar bus station lo blind travelers ki help chese staff unnara?,TravelAssistance
Nizamabad bus station lo pregnant women ki priority boarding unda?,AccessibilitySupport
Adilabad bus station lo elderly people ki luggage transport service unda?,TravelAssistance
Suryapet railway depot lo wheelchair accessibility gurinchi infomation kavali?,AccessibilitySupport
Nalgonda railway depot lo hearing impaired people ki help chese staff unna?,TravelAssistance
Mahabubnagar railway depot lo blind travelers ki navigation help unda?,NavigationHelp
Jagtial railway depot lo wheelchair accessibility status entha?,AccessibilitySupport
Siddipet railway depot lo elderly people ki platform access ela unda?,AccessibilitySupport
Gadwal railway depot lo pregnant women ki seating arrangements unnaya?,AccessibilitySupport
Vikarabad railway depot lo wheelchair users ki special entry gate unda?,AccessibilitySupport
Kamareddy railway depot lo elderly travelers ki platform bridge lift unda?,AccessibilitySupport
Bhongir railway depot lo hearing impaired people ki info boards unnay?,PlatformInformation
Wanaparthy railway depot lo pregnant ladies ki special facilities unnaya?,AccessibilitySupport
Nagarkurnool railway depot lo wheelchair user train lo seat varaku velladaniki support?,TravelAssistance
Peddapalli railway depot lo blind travelers ki direction signage lu unnay?,NavigationHelp
Jayashankar Bhupalpally railway depot lo elderly travelers ki platform access?,AccessibilitySupport
Jogulamba Gadwal railway depot lo pregnant women ki medical support unda?,TravelAssistance
Mulugu railway depot lo wheelchair accessibility work status eppudu finish avuthundi?,AccessibilitySupport
Yadadri Bhuvanagiri railway depot lo hearing impaired people ki info desk?,TravelAssistance
Medchal Malkajgiri railway depot lo elderly passengers ki boarding facility unda?,AccessibilitySupport
Rangareddy railway depot lo wheelchair users ki special access lane unda?,AccessibilitySupport
Mulugu bus depot lo blind travelers ki station path clear ga unda?,NavigationHelp
Kothagudem railway depot lo pregnant ladies ki rest room facility unda?,AccessibilitySupport
Peddapalli railway depot lo elderly people ki special bus boarding facility unda?,AccessibilitySupport
Warangal railway depot lo wheelchair accessibility facilities gurinchi telusukovali?,AccessibilitySupport
Khammam railway depot lo hearing impaired travelers ki visual indicators unnay?,PlatformInformation
Karimnagar railway depot lo blind travelers ki help chese staff unnara?,TravelAssistance
Nizamabad railway depot lo pregnant women ki priority boarding unda?,AccessibilitySupport
Adilabad railway depot lo elderly people ki luggage transport service unda?,TravelAssistance
వచ్చే వారం తిరుమల వెళ్తున్నాము మా ముసలి నాయనమ్మకు వీల్ చైర్ కావాలి తిరుపతి స్టేషన్ లో ఎక్కడ సంప్రదించాలి,AccessibilitySupport
Hyderabad nundi flight missed next flight next day undi ippudu airport lo ne undala leda hotel ki vellala,EmergencyTravel
మా బాబుకి అర్ధరాత్రి ట్రైన్ లో వాంతులు అవుతున్నాయి ఎమర్జెన్సీ మెడికల్ హెల్ప్ కోసం నెక్స్ట్ స్టేషన్ లో ఎవరిని పిలవాలి,EmergencyTravel
Train route lo land slide valla route block ayindi kurnool nundi velle vere bus route emina unda,TravelDisruption
Vijayawada lo bus accident valla traffic jam ayindi airport ki velle cab miss ayithe flight ticket refund vasthunda,RefundRequest
Vizag beach daggara ma passport bag miss ayindi embassy ki velladaniki local transport help kavali,TravelAssistance
Basara temple ki group ga veltunnam student concession tho bus booking ela cheyyali,TicketBooking
Srisailam forest route lo ninnati nundi heavy rains road safety gurinchi update ivvandi,TravelSafety
Flight gate change ayindi ani anouncement vinipinchaledu nenu terminal 1 lo unnanu boarding miss ayithe em cheyyali,GateInformation
Nellore bus stand lo overnight wait cheyyali solo traveler ni safety gurinchi koncham bhayam ga undi,TravelSafety
Train lo ac pani cheyatledu 10 gantala journey ela cheyyali TTE ki complain chesina respond avvatledu,TravelComplaint
Kakinada port lo boat ride ki booking online lo chesthunnara weather valla boat services cancel chesara,Transportation
Yadadri temple ki velle route lo traffic jam valla darshanam time miss ayindi ticket modification untunda,TicketBooking
Flight delay valla hotel booking check-in time miss ayindi hotel vallaki inform cheyyala,TravelPlanning
Tirupati station lo cloak room ekkada untundi 2 days luggage pettali charges entha untayi,LuggageIssue
Simhachalam temple darshan ki velle bus frequency chala thakkuva undi local auto rent cheskovala,Transportation
Hyderabad metro lo card recharge failure ayindi amount account nundi cut ayindi em cheyyali,TravelComplaint
Road construction valla bus route divert ayindi nenu destination miss ayyana,TravelDisruption
Kurnool nundi Bangalore velle bus lo luggage compartment lo damage ayindi bag lo unna clothes padayipoyayi,LuggageIssue
Rajamundry airport lo flight delayed connection flight miss ayithe airlines vallu food coupon istara,TravelDelay
Araku velle train lo side upper berth vachindi naaku back pain undi kurchovadaniki space unda,SeatSelection
Basara Saraswathi temple ki velle group travel kosam 20 seats block cheyyali process cheppandi,TicketBooking
Vizag lo camping ki permission kavali forest department website lo login failure avthondi,NavigationHelp
Train 4 gantalu late nenu station lo wait chesthunna refreshment room ekkada untundi,PlatformInformation
Bus breakdown ayindi road mida stranded ga unnam help cheyyandi,TravelAssistance
Annavaram temple prasadam booking online lo chesthe receipt ravatledu em cheyyali,TicketBooking
Srisailam ghat road lo fog chala ekkuvaga undi driving safe ae na,TravelSafety
Flight cancel ayindi amount refund ki airline portal lo request petta kani status inka pending,RefundRequest
Nellore bus stand lo display board mida bus timing wrong ga chusthondi transportation info kavali,BusStatus
Hyderabad metro lo card balance check chesukovadam ela,NavigationHelp
Train compartment lo loud music peduthunnaru control cheyyandi,TravelComplaint
Srisailam temple accommodation online book chesukunna kani vellaka room isthara leda,TicketBooking
Bus driver rash driving chesthunnaru complaint ekkada ivvali,TravelComplaint
Kurnool lo hotel room lo electricity problem help cheyyandi,TravelAssistance
Flight boarding pass digital ga unda leda print tesukovali,TravelPlanning
Bus lo luggage space ledu. extra charges cheppi bag kindaku thosesaru,LuggageIssue
Annavaram temple lo prasadam line chala peddaga undi fast darshanam kosam emina option unda,TicketBooking
Vizag nundi araku velle train status check chesi cheppandi,TrainStatus
Srisailam forest route lo night driving allowed ae na,TravelSafety
Train lo berth selection option lo upper berth vachindi naaku knee pain undi,SeatSelection
Flight diversion valla next journey plan disturb ayindi help cheyyandi,TravelDisruption
Bus cancel ayindi alternative bus lo ticket booking process cheppandi,TicketBooking
Waiting list 30 undi train ki station lo ticket cancel chesi current booking cheyocha,WaitingList
Station lo platform navigation help kavali nenu blind person ni,AccessibilitySupport
Luggage theft complaint file cheyali police assistance kavali,TravelAssistance
Flight emergency landing ayindi next step emiti,EmergencyTravel
Stranded family bus stand lo unnam immediate ga transport kavali,EmergencyTravel
హైదరాబాద్ నుండి వైజాగ్ వెళ్లే విమానం భారీ వర్షాల వల్ల రద్దయింది నేను రేపు మధ్యాహ్నం వరకు అక్కడ చేరుకోవాలి ప్రత్యామ్నాయ రైలు లేదా బస్సు మార్గం ఏమైనా ఉందా,TravelDisruption
మా కుటుంబం మొత్తం తిరుమల దర్శనానికి వెళ్తున్నాము మా నాయనమ్మకి కీళ్ల నొప్పులు ఉన్నాయి చక్రాల కుర్చీ సదుపాయం కొండ మీద ఎక్కడ అడగాలి,AccessibilitySupport
వరంగల్ రైల్వే స్టేషన్లో నా బ్యాగ్ మర్చిపోయాను అందులో నా పాస్‌పోర్ట్ మరియు కొన్ని ముఖ్యమైన పత్రాలు ఉన్నాయి నేను వెంటనే ఎవరిని సంప్రదించాలి,TravelAssistance
శ్రీశైలం వెళ్లే మార్గంలో కొండ చరియలు విరిగిపడి రోడ్డు మూసివేశారని తెలిసింది ఇప్పుడు మేము అడవి మార్గంలోనే చిక్కుకుపోయాము ఇక్కడి నుండి వేరే దారి ఉందా,EmergencyTravel
బెంగుళూరు నుండి విజయవాడ వస్తున్న వందే భారత్ ట్రైన్ నాలుగు గంటలు ఆలస్యంగా నడుస్తోంది నేను ఎయిర్ పోర్ట్ కి వెళ్ళే కనెక్టింగ్ బస్సు మిస్ అవుతాను ఇప్పుడు నా టికెట్ డబ్బులు వెనక్కి వస్తాయా,TravelDelay
నేను ఒంగోలు నుండి మచిలీపట్నం వెళ్లే బస్సులో ప్రయాణిస్తున్నాను బస్సు డ్రైవర్ మధ్యలోనే ఆపేసి దిగిపొమ్మంటున్నారు ఇది చాలా అన్యాయం దీనిపై ఫిర్యాదు ఎక్కడ చేయాలి,TravelComplaint
రాజమండ్రి నుండి పాపికొండలు వెళ్లే బోటు ప్రయాణం కోసం బుక్ చేసుకున్నాను ఇప్పుడు గోదావరి నీటి మట్టం పెరిగింది అని బోటు రద్దు చేశారు నా అమౌంట్ రిఫండ్ ఎప్పుడు వస్తుంది,RefundRequest
విశాఖపట్నం ఎయిర్‌పోర్ట్‌లో ఇమ్మిగ్రేషన్ క్యూ చాలా ఎక్కువగా ఉంది నా ఫ్లైట్ బోర్డింగ్ సమయం అయిపోతుంది సిబ్బందిని ఎవరిని అడగాలి,TravelAssistance
హైదరాబాద్ ఎంఎంటిఎస్ ట్రైన్ లో ఎవరో నా ఫోన్ దొంగిలించారు నేను ఇప్పుడు ఎవరికీ ఫోన్ చేయలేకపోతున్నాను సహాయం కావాలి,TravelSafety
కాకినాడ నుండి అమలాపురం వెళ్లే ఆర్టీసీ బస్సులో ఒకే సీటుకి ఇద్దరికి టికెట్లు ఇచ్చారు ఇప్పుడు మేము ఎక్కడ కూర్చోవాలి,TravelComplaint
యాత్రికుల రద్దీ వల్ల బస్సులు దొరకడం లేదు అన్నవరం నుండి సామర్లకోట వెళ్లడానికి ఏదైనా ప్రైవేట్ వాహనం దొరుకుతుందా,Transportation
విజయవాడ కనకదుర్గ గుడికి వెళ్లే మార్గంలో ట్రాఫిక్ చాలా ఎక్కువ ఉంది దర్శనానికి వెళ్లే పద్ధతి ఏంటి,RoutePlanning
గుంటూరు రైల్వే స్టేషన్లో ప్లాట్‌ఫారమ్ నంబర్ 4 లో ఎస్కలేటర్ పనిచేయడం లేదు మా తాతయ్య సామానుతో నడవలేకపోతున్నారు వెయిటింగ్ రూమ్ ఎక్కడ ఉంటుంది,PlatformInformation
చిత్తూరు నుండి తిరుపతి వెళ్లే మార్గంలో రాత్రిపూట ఆటో రిక్షాలు దొరుకుతాయా మహిళా ప్రయాణికులకు రాత్రి సమయంలో భద్రత ఎలా ఉంటుంది,TravelSafety
శ్రీకాకుళం నుండి చెన్నై వెళ్లే రైలులో నాకు లోయర్ బెర్త్ కావాలి అని అడిగి టికెట్ బుక్ చేశాను కానీ అప్పర్ బెర్త్ ఇచ్చారు దీన్ని ఎలా మార్చుకోవాలి,SeatSelection
ఏలూరు బస్ స్టాండ్ లో నాకు ఆన్లైన్ లో బుక్ చేసిన టికెట్ చూపించినా కండక్టర్ ఒప్పుకోవడం లేదు మొబైల్ నెట్వర్క్ లేక టికెట్ ఓపెన్ అవ్వడం లేదు,Transportation
నేను యూరప్ నుండి వస్తున్నాను హైదరాబాద్ ఎయిర్‌పోర్ట్‌లో కస్టమ్స్ క్లియరెన్స్ కోసం చాలా సేపు వేచి ఉండాల్సి వస్తోంది నా కనెక్టింగ్ ఫ్లైట్ మిస్ అవుతాను,TravelAssistance
తిరుమల వెళ్లే యాత్రికుల కోసం బస్సుల కనెక్టివిటీ గురించి తెలుసుకోవాలి రాత్రి 2 గంటలకు తిరుపతి చేరుకుంటే కొండ మీదకు వెళ్లడానికి బస్సులు ఉంటాయా,Transportation
కర్నూలు నుండి వస్తున్నాను బస్సు మధ్యలో ఆగిపోయింది డ్రైవర్ ఎవరో వేరే బస్సు వస్తుంది అంటున్నారు కానీ రెండు గంటలు అవుతుంది ఎవరూ రాలేదు,TravelDisruption
నల్గొండ నుండి వరంగల్ వెళ్లే దారిలో భారీ వర్షాల వల్ల వరదలు వచ్చాయి మేము ఇక్కడే చిక్కుకుపోయాము అధికారులు సహాయం కోసం ఎక్కడ సంప్రదించాలి,EmergencyTravel
బస్సులో నా పక్క సీటులో కూర్చున్న వ్యక్తి అసభ్యంగా ప్రవర్తిస్తున్నాడు నేను చాలా ఇబ్బందిగా ఫీలవుతున్నాను కండక్టర్ సహాయం అడిగినా పట్టించుకోవడం లేదు,TravelSafety
నేను కరీంనగర్ నుండి వరంగల్ వస్తున్నాను బస్సు టైమింగ్స్ మరియు ప్లాట్‌ఫారమ్ నంబర్ ఎలా తెలుసుకోవాలి,BusStatus
భద్రాచలం ఆలయానికి వెళ్లేందుకు మా స్కూల్ పిల్లలతో కలిసి ట్రిప్ ప్లాన్ చేస్తున్నాము గ్రూప్ టికెట్ బుకింగ్ కోసం ఎవరిని సంప్రదించాలి,TravelPlanning
నేను లగేజ్ బ్యాగ్ బస్ డిక్కీలో పెట్టాను కానీ గమ్యస్థానం చేరుకునేసరికి బ్యాగ్ కనిపించడం లేదు దీనికి బాధ్యులు ఎవరు,LuggageIssue
విమానం రద్దు అవ్వడం వల్ల నేను చాలా ఇబ్బంది పడుతున్నాను ఎయిర్ లైన్ సంస్థ వారు వేరే ఫ్లైట్ ఏర్పాటు చేస్తామని చెప్పారు కానీ ఇంకా ఎటువంటి అప్డేట్ లేదు,FlightStatus
విశాఖపట్నం రైల్వే స్టేషన్‌లో మాకు ట్రైన్ ఎక్కడానికి సహాయకులు (పోర్టర్లు) దొరకడం లేదు మా సామాను చాలా ఎక్కువగా ఉందిఎవరిని అడగాలి,TravelAssistance
నేను వరంగల్ నుండి హైదరాబాద్ బస్సులో వస్తుండగా నా టికెట్ బుకింగ్ ఫెయిల్ అయ్యిందని మెసేజ్ వచ్చింది కానీ డబ్బులు నా అకౌంట్ నుండి కట్ అయ్యాయి,RefundRequest
అమరావతి వెళ్లే బస్సులో ఏసీ సరిగ్గా పనిచేయడం లేదు దీని వల్ల మాకు చాలా ఉక్కపోతగా ఉంది డ్రైవర్ ని అడిగినా స్పందించడం లేదు,TravelComplaint
కడప నుండి తిరుపతికి వెళ్లే ఆర్టీసీ బస్సులో సీటు బుక్ చేశాను కానీ కండక్టర్ మా సీటు నంబర్ పక్కన ఉన్న వాళ్లకి ఇచ్చేశాడు,TravelComplaint
నేను అమెరికా నుండి వస్తున్నాను నాకు ట్రాన్సిట్ వీసా గురించి కొన్ని సందేహాలు ఉన్నాయి ఫ్లైట్ మారేటప్పుడు ఇబ్బంది అవ్వకుండా ఏం చేయాలి,TravelAssistance
శ్రీశైలం వెళ్లే దారిలో భారీ మంచు ఉంది కారు డ్రైవింగ్ చేయడం కొంచెం రిస్క్ అనిపిస్తోంది ఆ దారిలో వెళ్లడం సురక్షితమేనా,TravelSafety
హైదరాబాద్ ఎయిర్‌పోర్ట్‌లో నా లగేజ్ ట్రాకింగ్ నంబర్ పని చేయడం లేదు నా బ్యాగ్ ఎక్కడుందో తెలుసుకోవడానికి ఏమైనా హెల్ప్ లైన్ నంబర్ ఉందా,LuggageIssue
మచిలీపట్నం నుండి విజయవాడ వెళ్లే లోకల్ ట్రైన్ స్టేటస్ అప్డేట్ ఎక్కడ చూడాలి,TrainStatus
నేను గర్భిణీ స్త్రీని ట్రైన్ ప్రయాణంలో నాకు ఏమైనా అదనపు సౌకర్యాలు ఉంటాయా లేదా డాక్టర్ పర్మిషన్ లెటర్ అవసరమా,AccessibilitySupport
వరంగల్ బస్టాండ్ నుండి పల్లెటూరుకు వెళ్లడానికి బస్సు సౌకర్యం లేదు వేరే దారి ఏమైనా ఉందా,RoutePlanning
నేను వరంగల్ లో ఉన్నాను మా ఫ్రెండ్ వైజాగ్ నుండి ట్రైన్ లో వస్తున్నారు ట్రైన్ ఎప్పుడు వస్తుందో స్టేటస్ ఎలా చూడాలి,TrainStatus
తిరుమల కొండ మీదకి వెళ్ళడానికి కారులో వెళ్లచ్చా లేదా ఆర్టీసీ బస్సులోనే వెళ్లాలా అక్కడ పార్కింగ్ సదుపాయం ఎలా ఉంటుంది,Transportation
రైలులో సీటు మార్చుకోవడం కోసం టిటిఈ ని అడగాలి కానీ ఆయన ఏసీ కోచ్ నుండి బయటకి రావట్లేదు ఎవరిని అడగాలి,SeatSelection
విజయవాడ ఎయిర్‌పోర్ట్‌లో కనెక్టింగ్ ఫ్లైట్ కోసం బోర్డింగ్ పాస్ ఎక్కడ తీసుకోవాలి,TerminalConfusion
హైదరాబాద్ నుండి వైజాగ్ వెళ్లే బస్సులో చార్జింగ్ పాయింట్ పనిచేయడం లేదు నాకు ఆఫీస్ పని ఉంది ఎలాగైనా హెల్ప్ చేయండి,TravelComplaint
నేను ఒంగోలు స్టేషన్లో ఉన్నాను ట్రైన్ 30 నిమిషాలు లేట్ అని బోర్డు మీద ఉంది నా నెక్స్ట్ జర్నీ ఏంటి,TravelDelay
నేను విదేశీ పర్యాటకుని ఇండియాలో రైల్వే టికెట్ బుక్ చేసుకోవడానికి ఏమైనా ప్రత్యేక యాప్ ఉందా,TravelPlanning
వరంగల్ జిల్లాలో కొత్తగా ప్రారంభించిన టూరిస్ట్ ప్లేస్ కి వెళ్లడానికి బస్సు ఉందా,RoutePlanning
నేను నా స్నేహితులతో కలిసి ట్రెక్కింగ్ వెళ్తున్నాను బేస్ క్యాంప్ చేరుకోవడానికి ఏమైనా గైడ్స్ ఉంటారా,TravelPlanning
నేను కాకినాడ బీచ్ దగ్గర ఫోటోగ్రఫీ కోసం వెళ్తున్నాను అక్కడ డ్రోన్ కెమెరా వాడటానికి పర్మిషన్ ఎక్కడ తీసుకోవాలి,TravelAssistance
హైదరాబాద్ లో రాత్రి 12 గంటలకి దిగాను మా ఇంటికి వెళ్ళడానికి ఏ రకమైన క్యాబ్ సేఫ్ గా ఉంటుంది,TravelSafety
కడపలో బస్సు టికెట్ బుక్ చేసుకున్నాను కానీ బస్సు రద్దయింది నా అమౌంట్ ఎప్పుడు వస్తుంది,RefundRequest
తిరుపతి రైల్వే స్టేషన్‌లో నేను నా పర్స్ పోగొట్టుకున్నాను అందులో నా ఐడి కార్డ్స్ ఉన్నాయి ఎవరిని సంప్రదించాలి,TravelAssistance
విశాఖపట్నం రైల్వే స్టేషన్‌లో క్లోక్ రూమ్ సదుపాయం ఉందా నా బ్యాగ్ ఒక రోజు ఉంచుకోవడానికి ఎంత ఖర్చు అవుతుంది,LuggageIssue
హైదరాబాద్ మెట్రోలో నా కార్డు రీఛార్జ్ చేశాను కానీ ఇంకా బ్యాలెన్స్ యాడ్ అవ్వలేదు ఎవరిని అడగాలి,TravelAssistance
నేను నా కుటుంబంతో కలిసి పుణ్యక్షేత్రం వెళ్తున్నాను పిల్లల కోసం ప్రత్యేకమైన ఫుడ్ సౌకర్యం రైలులో ఉంటాయా,TravelPlanning
నేను సోలో ట్రావెలర్ ని సాయంత్రం 7 గంటలకి ట్రైన్ దిగుతాను బయట వెయిటింగ్ ఎలా ఉంటుంది,TravelSafety
హైదరాబాద్ నుండి బెంగుళూరు ఫ్లైట్ టికెట్ బుక్ చేశాను కానీ పేరు తప్పుగా పడింది ఎయిర్ పోర్ట్ లో ఏమైనా ప్రాబ్లమ్ అవుతుందా,TicketBooking
విజయవాడ స్టేషన్‌లో ప్లాట్‌ఫారమ్ మార్పుల గురించి అనౌన్స్‌మెంట్ క్లియర్ గా వినపడటం లేదు ఎవరిని అడగాలి,NavigationHelp
నేను రైలులో ఒక సీటు బుక్ చేసుకున్నాను అది ఆర్ఏసి లో ఉంది అది కన్ఫర్మ్ అయ్యే ఛాన్స్ ఉందా,RACStatus
విశాఖపట్నంలో భారీ వర్షాల వల్ల బస్సులు ఆగిపోయాయి ఇక్కడి నుండి వేరే జిల్లాకు వెళ్లడానికి రైలు ఏమైనా ఉందా,RoutePlanning
నేను నా స్నేహితులతో కలిసి ట్రిప్ వెళ్తున్నాను మా అందరికీ పక్కపక్కనే సీట్లు వచ్చేలా టికెట్ ఎలా బుక్ చేసుకోవాలి,TicketBooking
హైదరాబాద్‌లో బస్సు స్టాండ్ ఎక్కడ ఉందో తెలియడం లేదు గూగుల్ మ్యాప్స్ లో వేరే దారి చూపిస్తోంది ఏ బస్సు ఎక్కాలో ఎలా తెలుసుకోవాలి,NavigationHelp
తిరుమల వెళ్లే దారిలో ఒక పిల్లాడు తన తల్లిదండ్రుల నుండి తప్పిపోయాడు ఎవరిని సంప్రదించాలి,EmergencyTravel
బస్సులో ఏసీ చాలా తక్కువగా ఉంది డ్రైవర్ ని అడిగితే ఆయన ఏమీ చేయలేను అంటున్నారు నేను కంప్లైంట్ ఇవ్వాలి,TravelComplaint
రైలులో వైఫై సదుపాయం ఉందని చెప్పారు కానీ కనెక్ట్ అవ్వడం లేదు ఎవరిని అడగాలి,TravelComplaint
నేను నా ఫోన్ ని రైలులోనే మర్చిపోయాను అది దొరకడానికి ఏమైనా హెల్ప్ లైన్ నంబర్ ఉందా,TravelAssistance
నేను నా కుటుంబంతో వెళ్తున్నాను మాకు ఒకే కంపార్ట్మెంట్ లో సీట్లు కావాలి అది ఎలా సాధ్యం,SeatSelection
హైదరాబాద్ నుండి తిరుపతికి ఏసీ బస్సులో వెళ్తున్నాను బస్సు టైమింగ్స్ మారుతాయా,BusStatus
నేను విదేశీయుడిని నా దగ్గర ఇండియన్ కరెన్సీ లేదు ఎయిర్ పోర్ట్ లో ఎక్స్ఛేంజ్ సెంటర్ ఎక్కడ ఉంది,TravelAssistance
విజయవాడ రైల్వే స్టేషన్ లో నా పిల్లలు ఇద్దరూ ఉన్నారు నేను వాళ్ల కోసం వెయిటింగ్ రూమ్ లో వెయిట్ చేయచ్చా,TravelSafety
నేను రైలులో ప్రయాణిస్తున్నాను కానీ టికెట్ చెకర్ నన్ను టికెట్ చూపించమని అడుగుతున్నారు నేను ఆన్‌లైన్ టికెట్ చూపిస్తున్నాను,TravelAssistance
హైదరాబాద్ నుండి వైజాగ్ ఫ్లైట్ లో ఫుడ్ కి డబ్బులు కట్టాలా,TravelPlanning
నేను ట్రైన్ కోసం స్టేషన్లో వెయిట్ చేస్తున్నాను ట్రైన్ టైమ్ కి రావడం లేదు ఎవరిని అడగాలి,TrainStatus
తిరుమల దర్శనం కోసం వెళ్తున్నాను కొండ మీద గది ఎలా బుక్ చేసుకోవాలి,TravelPlanning
హైదరాబాద్ లో క్యాబ్ బుక్ చేశాను కానీ డ్రైవర్ ఫోన్ ఎత్తడం లేదు కంప్లైంట్ ఎక్కడ చేయాలి,TravelComplaint
నేను వైజాగ్ లో ఉన్నాను మా ఊరు వెళ్లడానికి ట్రైన్ టికెట్ ఎలా బుక్ చేయాలి,TicketBooking
రైలులో సీటు దొరకడం లేదు వేరే ఏవైనా బస్సులు ఉన్నాయా,Transportation
విశాఖపట్నం ఎయిర్‌పోర్ట్‌లో నా లగేజ్ దొరకడం లేదు,TravelAssistance
నేను నా ఫోన్ పోగొట్టుకున్నాను పోలీస్ కంప్లైంట్ ఇవ్వడానికి ఎక్కడికి వెళ్లాలి,TravelSafety
హైదరాబాద్ నుండి విజయవాడకు బస్సు టికెట్ ధర ఎంత ఉంటుంది,FareInquiry
నేను ట్రైన్ దిగాను బస్టాండ్ కి ఎలా వెళ్లాలో తెలియడం లేదు,NavigationHelp
నేను విదేశాల నుండి వస్తున్నాను ఇండియన్ సిమ్ కార్డ్ ఎక్కడ తీసుకోవాలి,TravelAssistance
తిరుపతిలో నేను హోటల్ బుక్ చేశాను కానీ నాకు కన్ఫర్మేషన్ మెయిల్ రాలేదు,TicketBooking
నేను రైలులో నా బ్యాగ్ మర్చిపోయాను,TravelAssistance
హైదరాబాద్ నుండి వైజాగ్ వెళ్లే బస్సులో ఫ్యామిలీతో వెళ్తున్నాను అక్కడ కంఫర్ట్ ఎలా ఉంటుంది,TravelPlanning
రైలు టికెట్ కన్ఫర్మ్ కాలేదు టికెట్ డబ్బులు ఎలా వెనక్కి వస్తాయి,RefundRequest
విశాఖపట్నంలో నేను హోటల్ కోసం చూస్తున్నాను ఎక్కడ బాగుంటుంది,TravelPlanning
తిరుపతిలో దర్శనం కోసం ఎన్ని గంటల సమయం పడుతుంది,TravelPlanning
హైదరాబాద్ నుండి వైజాగ్ వెళ్లే ఫ్లైట్ ఎన్ని గంటలకు ఉంది,FlightStatus
విజయవాడలో నేను ఆటోలో వెళ్తున్నాను మీటర్ తో వెళ్లే ఆటో ఎలా దొరుకుతుంది,Transportation
నేను రైలులో ఉన్నాను తర్వాతి స్టేషన్ ఎప్పుడు వస్తుంది,NavigationHelp
హైదరాబాద్ లో ట్రాఫిక్ వల్ల నా ఫ్లైట్ మిస్ అయ్యేలా ఉంది,TravelDelay
నేను నా స్నేహితులతో కలిసి ట్రెక్కింగ్ వెళ్తున్నాను అక్కడ ఏమైనా పర్మిషన్ తీసుకోవాలా,TravelPlanning
తిరుపతిలో నేను దర్శనం టికెట్ ఆన్‌లైన్లో ఎలా బుక్ చేయాలి,TicketBooking
హైదరాబాద్ లో రాత్రి 10 గంటలకి బస్సు ఎక్కాలి అది సేఫ్ ఆ,TravelSafety
విజయవాడ స్టేషన్లో నేను నా బ్యాగ్ మర్చిపోయాను,LuggageIssue
నేను రైలు టికెట్ క్యాన్సిల్ చేశాను రీఫండ్ ఎప్పుడు వస్తుంది,RefundRequest
హైదరాబాద్ నుండి వైజాగ్ కి ఫ్లైట్ టికెట్ రేటు ఎంత,FareInquiry
నేను నా కుటుంబంతో కలిసి దర్శనానికి వెళ్తున్నాను అక్కడ హోటల్ ఎక్కడ బుక్ చేయాలి,TravelPlanning
